,propensity_scores
0,0.4050846854068955
1,0.32220681428404646
2,0.2989669896531674
3,0.175872551233136
4,0.159558989203116
5,0.14662519792397663
6,0.175872551233136
7,0.2822383421862758
8,0.14662519792397663
9,0.359629917486988
10,0.25559798326853145
11,0.17895962661011558
12,0.2286031739277296
13,0.2470636963186962
14,0.407650417187962
15,0.2989669896531674
16,0.5638331739462082
17,0.3082473161927333
18,0.25559798326853145
19,0.3033727756934713
20,0.2822317306759041
21,0.14759834917825845
22,0.18569442284734786
23,0.2544572140133513
24,0.32551028864351733
25,0.19641296827037885
26,0.14662519792397663
27,0.175872551233136
28,0.2876983651579758
29,0.22280468283014307
30,0.18082812657195993
31,0.3468631583107248
32,0.28192006130865394
33,0.23670024856012828
34,0.2855161958380772
35,0.237381429833671
36,0.1819798744606374
37,0.14662519792397663
38,0.2833829526214684
39,0.1852145743374855
40,0.14662519792397663
41,0.28192006130865394
42,0.3033727756934713
43,0.2651944805483327
44,0.36258709414406853
45,0.385356711709053
46,0.175872551233136
47,0.14662519792397663
48,0.2290189824423433
49,0.3306272739438098
50,0.17895962661011558
51,0.14929189594219017
52,0.15264859711432568
53,0.2269899805114661
54,0.175872551233136
55,0.14662519792397663
56,0.19641296827037885
57,0.4050846854068955
58,0.263157148367864
59,0.27243941031175084
60,0.14662519792397663
61,0.40244946942140797
62,0.175872551233136
63,0.14662519792397663
64,0.14823093669362458
65,0.303738636111969
66,0.2876983651579758
67,0.4924315892487948
68,0.14662519792397663
69,0.14662519792397663
70,0.17895962661011558
71,0.25559798326853145
72,0.23748519645029365
73,0.14662519792397663
74,0.14662519792397663
75,0.2816228532820529
76,0.14662519792397663
77,0.25559798326853145
78,0.30684836686088207
79,0.25559798326853145
80,0.14662519792397663
81,0.2816228532820529
82,0.14662519792397663
83,0.5560659206224536
84,0.5409698833124255
85,0.34547533385622325
86,0.5853646585937687
87,0.14662519792397663
88,0.25559798326853145
89,0.3072793224645831
90,0.16582051873153572
91,0.14662519792397663
92,0.2829459983692366
93,0.175872551233136
94,0.28297182099205437
95,0.32544940239245346
96,0.29858146929375395
97,0.3280815991594558
98,0.14662519792397663
99,0.28192006130865394
100,0.25559798326853145
101,0.2349341564821677
102,0.27101164749613516
103,0.359629917486988
104,0.14662519792397663
105,0.1908093969352081
106,0.2666485747187149
107,0.4531547176402197
108,0.14662519792397663
109,0.17895962661011558
110,0.17773187892065465
111,0.175872551233136
112,0.5795330316948586
113,0.14662519792397663
114,0.28192006130865394
115,0.15264859711432568
116,0.2269899805114661
117,0.27867398165342316
118,0.28297182099205437
119,0.14759834917825845
120,0.2387575922039162
121,0.14823093669362458
122,0.14662519792397663
123,0.14662519792397663
124,0.175872551233136
125,0.3303436320647111
126,0.2617605292610296
127,0.175872551233136
128,0.175872551233136
129,0.14662519792397663
130,0.5463415806883064
131,0.19641296827037885
132,0.175872551233136
133,0.2269899805114661
134,0.38753286958315464
135,0.359163608350702
136,0.175872551233136
137,0.3289331478179291
138,0.33503230214293883
139,0.19641296827037885
140,0.14662519792397663
141,0.14759834917825845
142,0.31878280920969526
143,0.3316996108446296
144,0.175872551233136
145,0.14662519792397663
146,0.14662519792397663
147,0.14662519792397663
148,0.14662519792397663
149,0.27867398165342316
150,0.23670024856012828
151,0.14662519792397663
152,0.22146450705784737
153,0.36258709414406853
154,0.175872551233136
155,0.14662519792397663
156,0.18569442284734786
157,0.28430656364861745
158,0.2591677953705659
159,0.29858146929375395
160,0.26399948777967985
161,0.25559798326853145
162,0.175872551233136
163,0.14662519792397663
164,0.14662519792397663
165,0.2816228532820529
166,0.175872551233136
167,0.14662519792397663
168,0.19121421891596904
169,0.2876983651579758
170,0.14662519792397663
171,0.36082591227755884
172,0.175872551233136
173,0.32813505436475604
174,0.14662519792397663
175,0.14662519792397663
176,0.18794713923807918
177,0.3623423083023962
178,0.18569442284734786
179,0.2780604935968894
180,0.14662519792397663
181,0.25559798326853145
182,0.4084241679006357
183,0.28192006130865394
184,0.1960857092593286
185,0.29212461456895017
186,0.14662519792397663
187,0.14662519792397663
188,0.2796575606684623
189,0.14662519792397663
190,0.175872551233136
191,0.40453107952027545
192,0.14662519792397663
193,0.28617718361888883
194,0.28297182099205437
195,0.14662519792397663
196,0.14662519792397663
197,0.17773187892065465
198,0.14662519792397663
199,0.14662519792397663
200,0.14823093669362458
201,0.14662519792397663
202,0.14662519792397663
203,0.175872551233136
204,0.14662519792397663
205,0.2010846650145311
206,0.23670024856012828
207,0.14662519792397663
208,0.3653355352271211
209,0.14662519792397663
210,0.18082812657195993
211,0.24536005107408757
212,0.14662519792397663
213,0.2470636963186962
214,0.3072793224645831
215,0.28297182099205437
216,0.25559798326853145
217,0.2688039196352057
218,0.2349341564821677
219,0.33503230214293883
220,0.175872551233136
221,0.25559798326853145
222,0.14662519792397663
223,0.14662519792397663
224,0.2873546880623583
225,0.6877529330686043
226,0.2780604935968894
227,0.2780604935968894
228,0.33006170721761935
229,0.18569442284734786
230,0.1944943438065644
231,0.22071928000665825
232,0.17699955556814212
233,0.14662519792397663
234,0.27243941031175084
235,0.3306272739438098
236,0.33651765900640057
237,0.14662519792397663
238,0.14662519792397663
239,0.14662519792397663
240,0.14759834917825845
241,0.29858146929375395
242,0.25559798326853145
243,0.19641296827037885
244,0.3109354203705562
245,0.2763538093023397
246,0.3109354203705562
247,0.28297182099205437
248,0.14662519792397663
249,0.14662519792397663
250,0.2989669896531674
251,0.23836321029455362
252,0.28947699651814107
253,0.14662519792397663
254,0.2989669896531674
255,0.14662519792397663
256,0.2269899805114661
257,0.3703682921294482
258,0.40150232051033286
259,0.14662519792397663
260,0.1944943438065644
261,0.14662519792397663
262,0.175872551233136
263,0.14662519792397663
264,0.14823093669362458
265,0.14662519792397663
266,0.2568868748271822
267,0.175872551233136
268,0.2989669896531674
269,0.2349341564821677
270,0.5744419272089027
271,0.36724393261727417
272,0.359629917486988
273,0.14662519792397663
274,0.32778865251042943
275,0.3306272739438098
276,0.25559798326853145
277,0.175872551233136
278,0.14662519792397663
279,0.17895962661011558
280,0.28598446443246667
281,0.32778865251042943
282,0.14662519792397663
283,0.14662519792397663
284,0.14823093669362458
285,0.34547533385622325
286,0.14929189594219017
287,0.5361582092627263
288,0.14662519792397663
289,0.175872551233136
290,0.40150232051033286
291,0.2833829526214684
292,0.3051538106919897
293,0.14662519792397663
294,0.14662519792397663
295,0.14662519792397663
296,0.23748519645029365
297,0.2290189824423433
298,0.175872551233136
299,0.1944943438065644
300,0.2989669896531674
301,0.5744419272089027
302,0.37518373361410823
303,0.175872551233136
304,0.17895962661011558
305,0.18409151511636238
306,0.18687009504263216
307,0.2349341564821677
308,0.26276460079481373
309,0.2290189824423433
310,0.14662519792397663
311,0.14662519792397663
312,0.175872551233136
